sistema,region,provincia,municipio,gruposDeServicios,subgrupoDeServicios,cantidadServicios,poblacionUsuaria,valorAutorizado,mes,year
SIRS,REGION V,EL SEYBO,PEDRO SANCHEZ,Cirugia,Cirugias Ginecologicas,1,1,1153,Abril,2018
SIRS,REGION V,EL SEYBO,PEDRO SANCHEZ,Cirugia,Cirugias Menores,1,1,500,Abril,2018
SIRS,REGION V,EL SEYBO,PEDRO SANCHEZ,Cirugia,Cirugias Oftalmologicas,1,1,300,Abril,2018
SIRS,REGION V,EL SEYBO,PEDRO SANCHEZ,Cirugia,Cirugias Urologicas,1,1,1511,Abril,2018
SIRS,REGION V,EL SEYBO,PEDRO SANCHEZ,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,45,41,8526,Abril,2018
SIRS,REGION V,EL SEYBO,PEDRO SANCHEZ,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,374,56,28363,Abril,2018
SIRS,REGION V,EL SEYBO,PEDRO SANCHEZ,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,11,11,3599,Abril,2018
SIRS,REGION V,EL SEYBO,PEDRO SANCHEZ,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,16,15,3081,Abril,2018
SIRS,REGION V,EL SEYBO,PEDRO SANCHEZ,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),1,1,3500,Abril,2018
SIRS,REGION V,EL SEYBO,PEDRO SANCHEZ,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),8,5,10934,Abril,2018
SIRS,REGION V,EL SEYBO,PEDRO SANCHEZ,Rehabilitacion,Terapias Rehabilitacion,36,3,19920,Abril,2018
SIRS,REGION V,EL SEYBO,PEDRO SANCHEZ,Hemoterapia,Sangre Total,4,4,292,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Desconocido,Desconocido,35,9,22400,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Atencion Ambulatoria,Consulta medica nivel 2,1133,820,237400,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Emergencia,Emergencia,431,327,123896,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Hospitalizacion,Hospitalizacion general y especialidades basicas,940,86,263815.99,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Partos,Atencion de partos normal,34,10,26573.44,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Partos,Atencion de partos por Cesarea,80,13,75394.47,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Cirugia,Cirugia General,19,8,14164.16,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Cirugia,Cirugias Dermatologicas,6,3,2550,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Cirugia,Cirugias Ginecologicas,10,7,11601.13,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Cirugia,Cirugias Menores,3,3,1489.47,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Cirugia,Cirugias Oftalmologicas,7,3,4475,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Cirugia,Cirugias Ortopedicas,8,4,13548,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Cirugia,Cirugias Otorrinolaringologicas,2,2,1100,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Cirugia,Cirugias Pediatricas,3,1,2589.5,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Cirugia,Cirugias Urologicas,1,1,319,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,22,13,8484,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,107,94,20393.35,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,1722,290,127122.8,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,97,91,33893,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,45,37,8518,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),15,13,43710,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),36,33,46590,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,1,1,800,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,106,6,86067.67,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,1,1,400,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Rehabilitacion,Aparatos y Protesis,1,1,150,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Rehabilitacion,Terapias Rehabilitacion,198,41,108225,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Hemoterapia,Derivados de la Sangre,2,2,150,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,HATO MAYOR DEL REY,Hemoterapia,Sangre Total,13,12,4270,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,SABANA DE LA MAR,Atencion Ambulatoria,Consulta medica nivel 2,132,102,27800,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,SABANA DE LA MAR,Emergencia,Emergencia,62,33,14670,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,SABANA DE LA MAR,Hospitalizacion,Hospitalizacion general y especialidades basicas,210,21,72348.53,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,SABANA DE LA MAR,Partos,Atencion de partos por Cesarea,23,4,22265.56,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,SABANA DE LA MAR,Cirugia,Cirugia General,17,9,17490.78,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,SABANA DE LA MAR,Cirugia,Cirugias Dermatologicas,3,1,1890.75,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,SABANA DE LA MAR,Cirugia,Cirugias Ginecologicas,11,4,19639.72,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,SABANA DE LA MAR,Cirugia,Cirugias Menores,1,1,500,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,SABANA DE LA MAR,Cirugia,Cirugias Oftalmologicas,1,1,300,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,SABANA DE LA MAR,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,3,2,748,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,SABANA DE LA MAR,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,17,13,3518.75,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,SABANA DE LA MAR,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,376,93,28523,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,SABANA DE LA MAR,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,14,12,12475,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,SABANA DE LA MAR,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,15,13,4716.5,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,SABANA DE LA MAR,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),2,1,7000,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,SABANA DE LA MAR,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),16,10,27035,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,SABANA DE LA MAR,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,112,3,73375.62,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,SABANA DE LA MAR,Rehabilitacion,Terapias Rehabilitacion,11,2,5840,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,SABANA DE LA MAR,Hemoterapia,Sangre Total,3,2,3570,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,EL VALLE,Desconocido,Desconocido,4,1,2560,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,EL VALLE,Atencion Ambulatoria,Consulta medica nivel 2,100,70,20200,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,EL VALLE,Emergencia,Emergencia,64,55,18753,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,EL VALLE,Hospitalizacion,Hospitalizacion general y especialidades basicas,93,11,21767.1,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,EL VALLE,Cirugia,Cirugia General,2,1,84.94,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,EL VALLE,Cirugia,Cirugias Dermatologicas,1,1,2250,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,EL VALLE,Cirugia,Cirugias Menores,2,2,989.47,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,EL VALLE,Cirugia,Cirugias Oftalmologicas,1,1,300,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,EL VALLE,Cirugia,Cirugias Otorrinolaringologicas,1,1,500,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,EL VALLE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,6,3,2655,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,EL VALLE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,6,4,1116,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,EL VALLE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,360,84,26622.83,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,EL VALLE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,8,7,4856,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,EL VALLE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,14,11,2220,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,EL VALLE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),4,3,13000,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,EL VALLE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),2,2,3700,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,EL VALLE,Rehabilitacion,Terapias Rehabilitacion,7,2,4000,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,EL VALLE,Hemoterapia,Derivados de la Sangre,1,1,70,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,EL VALLE,Hemoterapia,Sangre Total,3,3,210,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,LAS CANITAS,Atencion Ambulatoria,Consulta medica nivel 2,11,8,2200,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,LAS CANITAS,Emergencia,Emergencia,12,8,3121,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,LAS CANITAS,Hospitalizacion,Hospitalizacion general y especialidades basicas,9,2,1467.24,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,LAS CANITAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,1,1,88,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,LAS CANITAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,1,1,250,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,LAS CANITAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,31,9,2764,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,LAS CANITAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,2,2,330,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,LAS CANITAS,Hemoterapia,Sangre Total,1,1,70,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,YERBA BUENA,Desconocido,Desconocido,1,1,2520,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,YERBA BUENA,Atencion Ambulatoria,Consulta medica nivel 2,36,28,7700,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,YERBA BUENA,Emergencia,Emergencia,22,17,6121,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,YERBA BUENA,Cirugia,Cirugias Oftalmologicas,5,1,18780,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,YERBA BUENA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,47,8,3874,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,YERBA BUENA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,4,3,500,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,YERBA BUENA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,3,3,457,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,YERBA BUENA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),2,2,6500,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,YERBA BUENA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),2,2,3700,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,GUAYABO DULCE (DM),Atencion Ambulatoria,Consulta medica nivel 2,62,49,13400,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,GUAYABO DULCE (DM),Emergencia,Emergencia,24,16,6721,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,GUAYABO DULCE (DM),Hospitalizacion,Hospitalizacion general y especialidades basicas,43,4,6918.79,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,GUAYABO DULCE (DM),Cirugia,Cirugias Ginecologicas,2,1,5618,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,GUAYABO DULCE (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,1,1,88,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,GUAYABO DULCE (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,10,9,1905.45,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,GUAYABO DULCE (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,47,14,3058,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,GUAYABO DULCE (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,3,3,375,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,GUAYABO DULCE (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,6,4,1828,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,GUAYABO DULCE (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),4,3,4800,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,GUAYABO DULCE (DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,39,1,26234,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,GUAYABO DULCE (DM),Rehabilitacion,Terapias Rehabilitacion,32,4,17360,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,GUAYABO DULCE (DM),Hemoterapia,Derivados de la Sangre,2,2,140,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,GUAYABO DULCE (DM),Hemoterapia,Sangre Total,2,1,3500,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,MATA PALACIO (DM),Atencion Ambulatoria,Consulta medica nivel 2,65,50,13300,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,MATA PALACIO (DM),Emergencia,Emergencia,28,15,5810,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,MATA PALACIO (DM),Hospitalizacion,Hospitalizacion general y especialidades basicas,87,7,17951.85,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,MATA PALACIO (DM),Cirugia,Cirugia General,1,1,1770,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,MATA PALACIO (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,1,1,88,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,MATA PALACIO (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,10,8,2032,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,MATA PALACIO (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,146,27,12987,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,MATA PALACIO (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,2,2,250,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,MATA PALACIO (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,8,8,1395,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,MATA PALACIO (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),2,1,4210,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,MATA PALACIO (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),5,5,6000,Abril,2018
SIRS,REGION V,HATO MAYOR DEL REY,MATA PALACIO (DM),Rehabilitacion,Terapias Rehabilitacion,29,4,15050,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,BOCA DE YUMA,Atencion Ambulatoria,Consulta medica nivel 2,33,24,6900,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,BOCA DE YUMA,Emergencia,Emergencia,13,11,3432,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,BOCA DE YUMA,Hospitalizacion,Hospitalizacion general y especialidades basicas,5,2,5507,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,BOCA DE YUMA,Partos,Atencion de partos por Cesarea,8,1,6766.37,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,BOCA DE YUMA,Cirugia,Cirugias Ginecologicas,1,1,3204.2,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,BOCA DE YUMA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,5,4,932,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,BOCA DE YUMA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,69,11,4632,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,BOCA DE YUMA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,2,2,250,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,BOCA DE YUMA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,8,7,1313,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,BOCA DE YUMA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),2,2,2700,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,BOCA DE YUMA,Rehabilitacion,Terapias Rehabilitacion,9,2,5040,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Desconocido,Desconocido,7,7,18097.84,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Atencion Ambulatoria,Consulta medica nivel 2,2525,1770,521600,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Emergencia,Emergencia,731,590,206125,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Hospitalizacion,Hospitalizacion general y especialidades basicas,2772,150,917630.72,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Partos,Atencion de partos normal,38,7,21788.29,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Partos,Atencion de partos por Cesarea,119,17,82907.94,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Cirugia,Cirugia General,50,28,43735.53,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Cirugia,Cirugias Dermatologicas,12,9,18722.38,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Cirugia,Cirugias Gastricas,1,1,2053,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Cirugia,Cirugias Ginecologicas,16,11,14684.17,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Cirugia,Cirugias Menores,7,6,9662.65,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Cirugia,Cirugias Oftalmologicas,73,17,197455,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Cirugia,Cirugias Ortopedicas,39,15,165270.17,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Cirugia,Cirugias Otorrinolaringologicas,11,3,15245.5,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Cirugia,Cirugias Pediatricas,2,1,728.85,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Cirugia,Cirugias Urologicas,2,2,2393.7,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Cirugia,Cirugias Vasculares,4,1,5282.75,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,197,94,149038,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,329,265,61198.35,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,6688,896,491235,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,114,98,60614,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,434,360,84428,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),28,24,89210,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),123,102,99716,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion de Prematuros,22,2,17600,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,36,6,28800,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,1,1,600,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,556,15,363724.97,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Rehabilitacion,Aparatos y Protesis,2,2,300,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Rehabilitacion,Terapias Rehabilitacion,693,113,373430,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAL VALEON DE HIGUEY,Hemoterapia,Sangre Total,29,29,3710,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAN RAFAEL DEL YUMA,Atencion Ambulatoria,Consulta medica nivel 2,168,126,35100,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAN RAFAEL DEL YUMA,Emergencia,Emergencia,66,55,19728,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAN RAFAEL DEL YUMA,Hospitalizacion,Hospitalizacion general y especialidades basicas,243,14,66766.67,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAN RAFAEL DEL YUMA,Partos,Atencion de partos normal,14,2,7705.8,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAN RAFAEL DEL YUMA,Cirugia,Cirugia General,4,2,5225,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAN RAFAEL DEL YUMA,Cirugia,Cirugias Ginecologicas,1,1,1153,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAN RAFAEL DEL YUMA,Cirugia,Cirugias Oftalmologicas,1,1,300,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAN RAFAEL DEL YUMA,Cirugia,Cirugias Ortopedicas,1,1,2053,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAN RAFAEL DEL YUMA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,8,6,5907,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAN RAFAEL DEL YUMA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,6,5,1148,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAN RAFAEL DEL YUMA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,261,63,18620,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAN RAFAEL DEL YUMA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,3,3,375,Abril,2018
SIRS,REGION V,LA ALTAGRACIA,SAN RAFAEL DEL YUMA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,12,11,2832,Abril,2018
