municipio,gruposDeServicios,subgrupoDeServicios,cantidadServicios,poblacionUsuaria,valorAutorizado
SAN IGNACIO DE SABANETA,Cirugia,Neurocirugias,2,1,10268.1
SAN IGNACIO DE SABANETA,Desconocido,Desconocido,48,11,35687.0
SAN IGNACIO DE SABANETA,Emergencia,Emergencia,1502,1150,414348.0
SAN IGNACIO DE SABANETA,Hemoterapia,Derivados de la Sangre,1,1,70.0
SAN IGNACIO DE SABANETA,Hemoterapia,Sangre Total,40,39,2800.0
SAN IGNACIO DE SABANETA,Hospitalizacion,Hospitalizacion general y especialidades basicas,2223,146,532464.16
SAN IGNACIO DE SABANETA,Partos,Atencion de partos normal,33,10,26345.8
SAN IGNACIO DE SABANETA,Partos,Atencion de partos por Cesarea,132,19,123909.20000000001
SAN IGNACIO DE SABANETA,Rehabilitacion,Aparatos y Protesis,1,1,150.0
SAN IGNACIO DE SABANETA,Rehabilitacion,Terapias Rehabilitacion,74,16,29651.0
SAN JOSE DE LAS MATAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,33,20,15645.0
SAN JOSE DE LAS MATAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,998,716,189572.0
SAN JOSE DE LAS MATAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,3959,618,287540.0
SAN JOSE DE LAS MATAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,103,98,127127.0
SAN JOSE DE LAS MATAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,134,112,35447.0
SAN JOSE DE LAS MATAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),48,33,175500.0
SAN JOSE DE LAS MATAS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),151,66,240770.0
SAN JOSE DE LAS MATAS,Atencion Ambulatoria,Consulta medica nivel 2,1034,840,208000.0
SAN JOSE DE LAS MATAS,Atencion Ambulatoria,Consulta medica nivel 3,4,4,1000.0
SAN JOSE DE LAS MATAS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,6,1,421223.69
SAN JOSE DE LAS MATAS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,22,3,17600.0
SAN JOSE DE LAS MATAS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,1,1,21000.0
SAN JOSE DE LAS MATAS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,129,10,97526.4
SAN JOSE DE LAS MATAS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Quemaduras Graves (3er Grado),1,1,2510.0
SAN JOSE DE LAS MATAS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,105,28,1377674.56
SAN JOSE DE LAS MATAS,Cirugia,Cirugia General,57,12,287599.33999999997
SAN JOSE DE LAS MATAS,Cirugia,Cirugias Dermatologicas,15,9,11933.16
SAN JOSE DE LAS MATAS,Cirugia,Cirugias Ginecologicas,9,9,20244.37
SAN JOSE DE LAS MATAS,Cirugia,Cirugias Menores,13,9,2643.71
SAN JOSE DE LAS MATAS,Cirugia,Cirugias Oftalmologicas,9,2,35115.0
SAN JOSE DE LAS MATAS,Cirugia,Cirugias Ortopedicas,5,5,30325.0
SAN JOSE DE LAS MATAS,Cirugia,Cirugias Pediatricas,1,1,1984.57
SAN JOSE DE LAS MATAS,Cirugia,Cirugias Urologicas,1,1,1770.0
SAN JOSE DE LAS MATAS,Cirugia,Cirugias Vasculares,2,1,5020.0
SAN JOSE DE LAS MATAS,Cirugia,Neurocirugias,7,3,36511.0
SAN JOSE DE LAS MATAS,Desconocido,Desconocido,18,6,14607.0
SAN JOSE DE LAS MATAS,Emergencia,Emergencia,811,636,226481.0
SAN JOSE DE LAS MATAS,Hemoterapia,Sangre Total,14,14,980.0
SAN JOSE DE LAS MATAS,Hospitalizacion,Hospitalizacion general y especialidades basicas,825,57,196093.85
SAN JOSE DE LAS MATAS,Partos,Atencion de partos normal,21,7,25319.43
SAN JOSE DE LAS MATAS,Partos,Atencion de partos por Cesarea,22,7,32354.6
SAN JOSE DE LOS LLANOS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,93,78,46986.0
SAN JOSE DE LOS LLANOS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,387,335,109326.75
SAN JOSE DE LOS LLANOS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,3641,588,334537.8
SAN JOSE DE LOS LLANOS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,162,139,125614.0
SAN JOSE DE LOS LLANOS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,148,135,66519.0
SAN JOSE DE LOS LLANOS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),22,18,69200.0
SAN JOSE DE LOS LLANOS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),62,41,109640.0
SAN JOSE DE LOS LLANOS,Atencion Ambulatoria,Consulta medica nivel 2,1392,1067,310692.0
SAN JOSE DE LOS LLANOS,Atencion Ambulatoria,Consulta medica nivel 3,36,33,11050.0
SAN JOSE DE LOS LLANOS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion de Prematuros,12,3,9011.0
SAN JOSE DE LOS LLANOS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,19,4,15196.0
SAN JOSE DE LOS LLANOS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,3,1,17000.0
SAN JOSE DE LOS LLANOS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,123,8,111791.94
SAN JOSE DE LOS LLANOS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Quemaduras Graves (3er Grado),1,1,2502.0
SAN JOSE DE LOS LLANOS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,503,22,893895.8700000001
SAN JOSE DE LOS LLANOS,Cirugia,Cirugia General,65,16,173809.39
SAN JOSE DE LOS LLANOS,Cirugia,Cirugias Dermatologicas,6,4,3658.2
SAN JOSE DE LOS LLANOS,Cirugia,Cirugias Gastricas,1,1,249.53
SAN JOSE DE LOS LLANOS,Cirugia,Cirugias Ginecologicas,31,12,75813.98000000001
SAN JOSE DE LOS LLANOS,Cirugia,Cirugias Menores,6,6,2978.94
SAN JOSE DE LOS LLANOS,Cirugia,Cirugias Oftalmologicas,47,10,146437.65
SAN JOSE DE LOS LLANOS,Cirugia,Cirugias Ortopedicas,1,1,2053.0
SAN JOSE DE LOS LLANOS,Cirugia,Cirugias Otorrinolaringologicas,2,2,8416.0
SAN JOSE DE LOS LLANOS,Cirugia,Cirugias Urologicas,4,3,17225.0
SAN JOSE DE LOS LLANOS,Desconocido,Desconocido,19,7,15920.0
SAN JOSE DE LOS LLANOS,Emergencia,Emergencia,192,128,46956.0
SAN JOSE DE LOS LLANOS,Hemoterapia,Derivados de la Sangre,10,9,710.0
SAN JOSE DE LOS LLANOS,Hemoterapia,Sangre Total,17,14,17990.0
SAN JOSE DE LOS LLANOS,Hospitalizacion,Hospitalizacion general y especialidades basicas,1072,69,323109.91000000003
SAN JOSE DE LOS LLANOS,Partos,Atencion de partos normal,37,8,24128.0
SAN JOSE DE LOS LLANOS,Partos,Atencion de partos por Cesarea,34,5,26976.48
SAN JOSE DE LOS LLANOS,Rehabilitacion,Aparatos y Protesis,4,4,3139.29
SAN JOSE DE LOS LLANOS,Rehabilitacion,Terapias Rehabilitacion,56,16,21475.0
SAN JOSE DE MATANZAS(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,102,61,38543.0
SAN JOSE DE MATANZAS(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,194,155,74577.3
SAN JOSE DE MATANZAS(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,3863,742,334921.2
SAN JOSE DE MATANZAS(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,96,88,93313.0
SAN JOSE DE MATANZAS(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,210,179,58585.28
SAN JOSE DE MATANZAS(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),18,12,64400.0
SAN JOSE DE MATANZAS(DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),27,18,40098.0
SAN JOSE DE MATANZAS(DM),Atencion Ambulatoria,Consulta medica nivel 2,699,542,149982.0
SAN JOSE DE MATANZAS(DM),Atencion Ambulatoria,Consulta medica nivel 3,218,165,45188.0
SAN JOSE DE MATANZAS(DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,1,1,326250.0
SAN JOSE DE MATANZAS(DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion de Prematuros,16,1,14095.04
SAN JOSE DE MATANZAS(DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,2,1,325000.0
SAN JOSE DE MATANZAS(DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Politraumatismo (Trauma Mayor),2,2,173.0
SAN JOSE DE MATANZAS(DM),Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,704,38,520016.22
SAN JOSE DE MATANZAS(DM),Cirugia,Cirugia General,12,11,21792.3
SAN JOSE DE MATANZAS(DM),Cirugia,Cirugias Cardiovasculares,2,1,1465.0
SAN JOSE DE MATANZAS(DM),Cirugia,Cirugias Dermatologicas,1,1,705.0
SAN JOSE DE MATANZAS(DM),Cirugia,Cirugias Gastricas,2,2,5020.0
SAN JOSE DE MATANZAS(DM),Cirugia,Cirugias Ginecologicas,18,11,26064.950000000004
SAN JOSE DE MATANZAS(DM),Cirugia,Cirugias Menores,4,2,1667.94
SAN JOSE DE MATANZAS(DM),Cirugia,Cirugias Oftalmologicas,83,21,198413.29
SAN JOSE DE MATANZAS(DM),Cirugia,Cirugias Ortopedicas,7,2,3973.45
SAN JOSE DE MATANZAS(DM),Cirugia,Cirugias Otorrinolaringologicas,1,1,500.0
SAN JOSE DE MATANZAS(DM),Cirugia,Cirugias Urologicas,2,2,4314.0
SAN JOSE DE MATANZAS(DM),Cirugia,Neurocirugias,1,1,15400.0
SAN JOSE DE MATANZAS(DM),Desconocido,Desconocido,30,5,18860.0
SAN JOSE DE MATANZAS(DM),Emergencia,Emergencia,574,430,156989.0
SAN JOSE DE MATANZAS(DM),Hemoterapia,Derivados de la Sangre,2,2,140.0
SAN JOSE DE MATANZAS(DM),Hemoterapia,Sangre Total,21,21,1500.0
SAN JOSE DE MATANZAS(DM),Hospitalizacion,Hospitalizacion general y especialidades basicas,1241,95,485272.38000000006
SAN JOSE DE MATANZAS(DM),Partos,Atencion de partos normal,11,4,13978.0
SAN JOSE DE MATANZAS(DM),Partos,Atencion de partos por Cesarea,23,8,46236.11
SAN JOSE DE MATANZAS(DM),Rehabilitacion,Aparatos y Protesis,2,2,300.0
SAN JOSE DE MATANZAS(DM),Rehabilitacion,Terapias Rehabilitacion,144,31,53830.0
SAN JOSE DE OCOA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,454,386,210749.0
SAN JOSE DE OCOA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,1143,1032,427533.85000000003
SAN JOSE DE OCOA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,20813,4267,1705025.98
SAN JOSE DE OCOA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,592,493,501982.0
SAN JOSE DE OCOA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,1438,1271,392529.0
SAN JOSE DE OCOA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),122,96,406830.0
SAN JOSE DE OCOA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),222,149,370841.0
SAN JOSE DE OCOA,Atencion Ambulatoria,Consulta medica nivel 2,5522,4390,1306334.0
SAN JOSE DE OCOA,Atencion Ambulatoria,Consulta medica nivel 3,299,272,90946.0
SAN JOSE DE OCOA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,2,2,122.0
SAN JOSE DE OCOA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion de Prematuros,38,3,34413.08
SAN JOSE DE OCOA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,241,12,327392.8
SAN JOSE DE OCOA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,14,7,434187.0
SAN JOSE DE OCOA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,294,18,311698.69999999995
SAN JOSE DE OCOA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Trasplante de Cornea,2,1,105320.0
SAN JOSE DE OCOA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,1121,64,1938969.52
SAN JOSE DE OCOA,Cirugia,Cirugia General,119,46,227155.36
SAN JOSE DE OCOA,Cirugia,Cirugias Dermatologicas,67,28,42797.6
SAN JOSE DE OCOA,Cirugia,Cirugias Gastricas,4,3,8756.5
SAN JOSE DE OCOA,Cirugia,Cirugias Ginecologicas,80,42,181366.24
SAN JOSE DE OCOA,Cirugia,Cirugias Menores,20,19,11243.17
SAN JOSE DE OCOA,Cirugia,Cirugias Oftalmologicas,184,44,472721.86
SAN JOSE DE OCOA,Cirugia,Cirugias Ortopedicas,101,19,484471.57
SAN JOSE DE OCOA,Cirugia,Cirugias Otorrinolaringologicas,19,10,55653.53
SAN JOSE DE OCOA,Cirugia,Cirugias Pediatricas,13,5,11602.5
SAN JOSE DE OCOA,Cirugia,Cirugias Urologicas,12,7,21245.9
SAN JOSE DE OCOA,Cirugia,Neumologia,6,2,5992.0
SAN JOSE DE OCOA,Cirugia,Neurocirugias,40,9,323798.3
SAN JOSE DE OCOA,Desconocido,Desconocido,780,165,501207.0
SAN JOSE DE OCOA,Emergencia,Emergencia,2655,2132,735715.0
SAN JOSE DE OCOA,Hemoterapia,Derivados de la Sangre,6,6,420.0
SAN JOSE DE OCOA,Hemoterapia,Sangre Total,233,215,120470.0
SAN JOSE DE OCOA,Hospitalizacion,Hospitalizacion general y especialidades basicas,5958,520,1765290.8499999999
SAN JOSE DE OCOA,Partos,Atencion de partos normal,118,26,95898.44
SAN JOSE DE OCOA,Partos,Atencion de partos por Cesarea,386,53,356393.39999999997
SAN JOSE DE OCOA,Rehabilitacion,Aparatos y Protesis,90,88,27723.5
SAN JOSE DE OCOA,Rehabilitacion,Terapias Rehabilitacion,1224,258,623725.0
SAN JOSE DE OCOA,Servicios Odontologicos,Extraccion de cuerpo extrano,1,1,415.0
SAN JUAN DE LA MAGUANA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,455,339,399627.0
SAN JUAN DE LA MAGUANA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,3023,2664,1825049.9400000002
SAN JUAN DE LA MAGUANA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,34236,5458,3582138.2199999997
SAN JUAN DE LA MAGUANA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,1883,1361,2388799.0
SAN JUAN DE LA MAGUANA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,2319,2008,701087.5
SAN JUAN DE LA MAGUANA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),207,162,672032.0
SAN JUAN DE LA MAGUANA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),976,793,1627267.07
SAN JUAN DE LA MAGUANA,Atencion Ambulatoria,Consulta medica nivel 2,10378,8048,2297822.0
SAN JUAN DE LA MAGUANA,Atencion Ambulatoria,Consulta medica nivel 3,416,372,126440.0
SAN JUAN DE LA MAGUANA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,41,10,2060907.0
SAN JUAN DE LA MAGUANA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion de Prematuros,102,6,75847.27
SAN JUAN DE LA MAGUANA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,367,49,335881.0
SAN JUAN DE LA MAGUANA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,46,16,1251002.71
SAN JUAN DE LA MAGUANA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Columna: Espondiolistesis Total,1,1,132.0
SAN JUAN DE LA MAGUANA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,1010,38,483984.86000000004
SAN JUAN DE LA MAGUANA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Cadera,2,2,282491.42000000004
SAN JUAN DE LA MAGUANA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Trasplante Renal,1,1,55.0
SAN JUAN DE LA MAGUANA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Politraumatismo (Trauma Mayor),6,6,7731.0
SAN JUAN DE LA MAGUANA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Quemaduras Graves (3er Grado),3,2,7950.0
SAN JUAN DE LA MAGUANA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,4581,258,9011851.5
SAN JUAN DE LA MAGUANA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Pediatricos,6,2,64491.0
SAN JUAN DE LA MAGUANA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Valvuloplastia Mitral,17,1,523274.77
SAN JUAN DE LA MAGUANA,Cirugia,Cirugia General,277,90,662620.02
SAN JUAN DE LA MAGUANA,Cirugia,Cirugias Cardiovasculares,3,2,600.0
SAN JUAN DE LA MAGUANA,Cirugia,Cirugias Dermatologicas,65,25,40268.3
SAN JUAN DE LA MAGUANA,Cirugia,Cirugias Endocrinologicas,9,2,15234.73
SAN JUAN DE LA MAGUANA,Cirugia,Cirugias Gastricas,21,5,117367.15
SAN JUAN DE LA MAGUANA,Cirugia,Cirugias Ginecologicas,183,81,359190.84
SAN JUAN DE LA MAGUANA,Cirugia,Cirugias Menores,14,11,7294.160000000001
SAN JUAN DE LA MAGUANA,Cirugia,Cirugias Oftalmologicas,445,112,1270969.4300000002
SAN JUAN DE LA MAGUANA,Cirugia,Cirugias Ortopedicas,224,52,1019825.19
SAN JUAN DE LA MAGUANA,Cirugia,Cirugias Otorrinolaringologicas,23,9,118359.16
SAN JUAN DE LA MAGUANA,Cirugia,Cirugias Pediatricas,9,7,16617.85
SAN JUAN DE LA MAGUANA,Cirugia,Cirugias Urologicas,38,15,116250.55
SAN JUAN DE LA MAGUANA,Cirugia,Hematologia,4,3,8422.0
SAN JUAN DE LA MAGUANA,Cirugia,Neumologia,9,2,9894.0
SAN JUAN DE LA MAGUANA,Cirugia,Neurocirugias,64,10,679047.29
SAN JUAN DE LA MAGUANA,Desconocido,Desconocido,2005,558,1289077.0
SAN JUAN DE LA MAGUANA,Emergencia,Emergencia,6476,3139,1331369.0
SAN JUAN DE LA MAGUANA,Hemoterapia,Derivados de la Sangre,7,7,2170.0
SAN JUAN DE LA MAGUANA,Hemoterapia,Sangre Total,407,359,185898.0
SAN JUAN DE LA MAGUANA,Hospitalizacion,Hospitalizacion general y especialidades basicas,10954,774,4297445.53
SAN JUAN DE LA MAGUANA,Partos,Atencion de partos normal,794,156,771803.34
SAN JUAN DE LA MAGUANA,Partos,Atencion de partos por Cesarea,563,98,651005.9
SAN JUAN DE LA MAGUANA,Rehabilitacion,Aparatos y Protesis,23,19,137998.40000000002
SAN JUAN DE LA MAGUANA,Rehabilitacion,Terapias Rehabilitacion,1463,398,610713.0
SAN JUAN DE LA MAGUANA,Servicios Odontologicos,"Consulta Preventiva, Terapia Fluorada",1,1,300.0
SAN JUAN DE LA MAGUANA,Servicios Odontologicos,Tratamiento de la Osteomielitis,1,1,191.64
SAN PEDRO DE MACORIS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,1111,864,540584.1
SAN PEDRO DE MACORIS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,3054,2679,1139067.75
SAN PEDRO DE MACORIS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,39236,7415,3772938.44
SAN PEDRO DE MACORIS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,1753,1430,1266774.75
SAN PEDRO DE MACORIS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,3339,2865,1022218.5
SAN PEDRO DE MACORIS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),465,405,1455581.28
SAN PEDRO DE MACORIS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),1185,882,1821320.1
SAN PEDRO DE MACORIS,Atencion Ambulatoria,Consulta medica nivel 2,12157,9454,2774778.0
SAN PEDRO DE MACORIS,Atencion Ambulatoria,Consulta medica nivel 3,353,307,108852.0
SAN PEDRO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,33,9,2466552.93
SAN PEDRO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion de Prematuros,52,6,51940.020000000004
SAN PEDRO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,222,34,476525.32
SAN PEDRO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,46,14,1200702.73
SAN PEDRO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Dialisis Peritoneal,1317,6,171107.35
SAN PEDRO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,2967,135,2871505.38
SAN PEDRO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Cadera,2,2,104230.0
SAN PEDRO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Rodilla,3,3,70903.55
SAN PEDRO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Politraumatismo (Trauma Mayor),13,4,7196.5
SAN PEDRO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Quemaduras Graves (3er Grado),10,3,1397.0
SAN PEDRO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,12785,492,14877315.55
SAN PEDRO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Pediatricos,73,18,30330.16
SAN PEDRO DE MACORIS,Cirugia,Cirugia General,620,217,1681125.1199999999
SAN PEDRO DE MACORIS,Cirugia,Cirugias Cardiovasculares,1,1,200.0
SAN PEDRO DE MACORIS,Cirugia,Cirugias Dermatologicas,156,124,186476.91
SAN PEDRO DE MACORIS,Cirugia,Cirugias Gastricas,4,4,5944.0
SAN PEDRO DE MACORIS,Cirugia,Cirugias Ginecologicas,255,120,476502.73000000004
SAN PEDRO DE MACORIS,Cirugia,Cirugias Menores,138,137,71585.51
SAN PEDRO DE MACORIS,Cirugia,Cirugias Oftalmologicas,703,173,2214325.73
SAN PEDRO DE MACORIS,Cirugia,Cirugias Ortopedicas,215,54,985393.64
SAN PEDRO DE MACORIS,Cirugia,Cirugias Otorrinolaringologicas,23,18,84200.63
SAN PEDRO DE MACORIS,Cirugia,Cirugias Pediatricas,6,6,7502.0
SAN PEDRO DE MACORIS,Cirugia,Cirugias Urologicas,38,30,132498.03
SAN PEDRO DE MACORIS,Cirugia,Cirugias Vasculares,2,2,6262.0
SAN PEDRO DE MACORIS,Cirugia,Hematologia,5,4,6326.0
SAN PEDRO DE MACORIS,Cirugia,Neumologia,8,2,18769.0
SAN PEDRO DE MACORIS,Cirugia,Neurocirugias,27,10,308018.64
SAN PEDRO DE MACORIS,Desconocido,Desconocido,640,221,446775.24
SAN PEDRO DE MACORIS,Emergencia,Emergencia,7189,4504,1726924.0
SAN PEDRO DE MACORIS,Hemoterapia,Derivados de la Sangre,103,90,10810.0
SAN PEDRO DE MACORIS,Hemoterapia,Sangre Total,365,277,339029.0
SAN PEDRO DE MACORIS,Hospitalizacion,Hospitalizacion general y especialidades basicas,16449,1172,5152197.76
SAN PEDRO DE MACORIS,Partos,Atencion de partos normal,518,109,408194.13
SAN PEDRO DE MACORIS,Partos,Atencion de partos por Cesarea,635,110,599245.95
SAN PEDRO DE MACORIS,Prevencion y Promocion,Programa Ampliado de Inmunizacion (PAI),1,1,425.0
SAN PEDRO DE MACORIS,Rehabilitacion,Aparatos y Protesis,26,19,120899.15
SAN PEDRO DE MACORIS,Rehabilitacion,Terapias Rehabilitacion,1484,413,774988.0
SAN PEDRO DE MACORIS,Servicios Odontologicos,Aplicacion de Cariostaticos,2,2,804.15
SAN PEDRO DE MACORIS,Servicios Odontologicos,Tratamiento de la Osteomielitis,1,1,1.0
SAN RAFAEL DEL YUMA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,46,25,37875.0
SAN RAFAEL DEL YUMA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,58,47,24184.0
SAN RAFAEL DEL YUMA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,1356,236,106080.6
